_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs
sdv-id-UgWJJe,0001,"Mon, 06 Jan 2020 17:18:44 GMT","Tue, 07 Jan 2020 14:00:11 GMT","Tue, 07 Jan 2020 06:37:30 GMT",31.224183497573783,sdv-pii-oakeh,0001,sdv-pii-0ck9g,sdv-pii-r9n19,America/Los_Angeles,sdv-pii-qa0h9,sdv-pii-qlgo5
sdv-id-borTno,0001,"Fri, 03 Jan 2020 04:51:23 GMT","Thu, 02 Jan 2020 16:44:19 GMT","Thu, 02 Jan 2020 21:14:03 GMT",22.65630649415629,sdv-pii-zm6ey,0001,sdv-pii-1x2ti,sdv-pii-lmlvz,America/Los_Angeles,sdv-pii-kthlw,sdv-pii-z6rwg
sdv-id-UMnVaT,0001,"Thu, 02 Jan 2020 17:10:38 GMT","Thu, 02 Jan 2020 22:00:03 GMT","Thu, 02 Jan 2020 14:22:12 GMT",1.3900983536613114,sdv-pii-15kgt,0001,sdv-pii-6uj5w,sdv-pii-nfz1n,America/Los_Angeles,sdv-pii-11hm5,sdv-pii-e6kat
sdv-id-WPQQxP,0001,"Tue, 07 Jan 2020 03:17:18 GMT","Tue, 07 Jan 2020 03:16:17 GMT","Tue, 07 Jan 2020 03:17:22 GMT",7.179012246283201,sdv-pii-t5e3a,0001,sdv-pii-f2qpc,sdv-pii-h1j3p,America/Los_Angeles,sdv-pii-bpna0,sdv-pii-mxx6g
sdv-id-LPeTYm,0001,"Sun, 05 Jan 2020 05:32:06 GMT","Sun, 05 Jan 2020 05:15:20 GMT","Sun, 05 Jan 2020 15:06:42 GMT",14.932710832925274,sdv-pii-nzygf,0001,sdv-pii-l129p,sdv-pii-whwyg,America/Los_Angeles,sdv-pii-4ghtz,sdv-pii-k5n11
sdv-id-SInIiV,0001,"Tue, 07 Jan 2020 09:03:53 GMT","Tue, 07 Jan 2020 02:16:51 GMT","Mon, 06 Jan 2020 23:15:11 GMT",9.067539441444955,sdv-pii-29pyi,0001,sdv-pii-7plu8,sdv-pii-o85io,America/Los_Angeles,sdv-pii-u7xhu,sdv-pii-1sz9u
sdv-id-wLpTRz,0001,"Mon, 06 Jan 2020 20:57:52 GMT","Tue, 07 Jan 2020 12:44:42 GMT","Tue, 07 Jan 2020 05:56:49 GMT",8.492952991382568,sdv-pii-lw8mz,0001,sdv-pii-n3gbh,sdv-pii-xm8ft,America/Los_Angeles,sdv-pii-gtchw,sdv-pii-6p883
sdv-id-nNAIhB,0001,"Sat, 04 Jan 2020 03:31:23 GMT","Sun, 05 Jan 2020 04:55:40 GMT","Sun, 05 Jan 2020 01:26:29 GMT",33.34679946957882,sdv-pii-lfrfg,0001,sdv-pii-khwld,sdv-pii-evtby,America/Los_Angeles,sdv-pii-na9pq,sdv-pii-2locb
sdv-id-uMhVnw,0001,"Fri, 03 Jan 2020 08:14:39 GMT","Sat, 04 Jan 2020 01:51:12 GMT","Sat, 04 Jan 2020 02:32:52 GMT",15.482078784685136,sdv-pii-g5g87,0001,sdv-pii-aligw,sdv-pii-v41fc,America/Los_Angeles,sdv-pii-uk6v0,sdv-pii-iv3ep
sdv-id-sKojvA,0001,"Mon, 06 Jan 2020 03:11:12 GMT","Tue, 07 Jan 2020 08:20:27 GMT","Tue, 07 Jan 2020 04:43:20 GMT",23.112497038152302,sdv-pii-blmre,0001,sdv-pii-96lbl,sdv-pii-rafc1,America/Los_Angeles,sdv-pii-9nyjm,sdv-pii-9kebr
sdv-id-cbLaWi,0001,"Wed, 01 Jan 2020 21:54:24 GMT","Thu, 02 Jan 2020 06:37:26 GMT","Thu, 02 Jan 2020 04:53:12 GMT",3.103387531497862,sdv-pii-b7x1l,0001,sdv-pii-wjj9z,sdv-pii-t08al,America/Los_Angeles,sdv-pii-efp5m,sdv-pii-qk6kn
sdv-id-ufpraF,0001,"Sat, 04 Jan 2020 11:44:09 GMT","Sat, 04 Jan 2020 02:43:54 GMT","Sat, 04 Jan 2020 01:55:22 GMT",17.37626576716342,sdv-pii-k9ime,0001,sdv-pii-v0uld,sdv-pii-mkx51,America/Los_Angeles,sdv-pii-wqzhy,sdv-pii-5otmr
sdv-id-YgmSFh,0001,"Sun, 05 Jan 2020 19:24:52 GMT","Mon, 06 Jan 2020 00:46:10 GMT","Sun, 05 Jan 2020 14:35:06 GMT",2.009087109920601,sdv-pii-d7uwf,0001,sdv-pii-1ujix,sdv-pii-jyju5,America/Los_Angeles,sdv-pii-uju4g,sdv-pii-9fp6s
sdv-id-prOonN,0001,"Sun, 05 Jan 2020 09:20:55 GMT","Sun, 05 Jan 2020 22:45:34 GMT","Sun, 05 Jan 2020 22:43:14 GMT",16.918295523473102,sdv-pii-m5qvk,0001,sdv-pii-sxp2a,sdv-pii-hm3yo,America/Los_Angeles,sdv-pii-nxdgv,sdv-pii-kwaq0
sdv-id-cdjBdQ,0001,"Thu, 02 Jan 2020 18:13:50 GMT","Thu, 02 Jan 2020 23:05:17 GMT","Thu, 02 Jan 2020 19:25:34 GMT",12.653819434848563,sdv-pii-25gwx,0001,sdv-pii-63ruk,sdv-pii-m28nc,America/Los_Angeles,sdv-pii-d0uaj,sdv-pii-p7prh
sdv-id-JKFWGg,0001,"Thu, 02 Jan 2020 12:43:10 GMT","Thu, 02 Jan 2020 14:32:40 GMT","Thu, 02 Jan 2020 13:54:13 GMT",21.992184713045944,sdv-pii-c7y9x,0001,sdv-pii-b0y8c,sdv-pii-wtgwe,America/Los_Angeles,sdv-pii-b2hrl,sdv-pii-8bx5u
sdv-id-tNWidq,0001,"Mon, 06 Jan 2020 06:38:16 GMT","Mon, 06 Jan 2020 23:29:07 GMT","Mon, 06 Jan 2020 17:46:27 GMT",8.900611535503316,sdv-pii-0z1hn,0001,sdv-pii-ubndt,sdv-pii-e5re1,America/Los_Angeles,sdv-pii-5n1hz,sdv-pii-z22b0
sdv-id-xhpuuM,0001,"Thu, 02 Jan 2020 08:45:01 GMT","Thu, 02 Jan 2020 05:43:02 GMT","Thu, 02 Jan 2020 05:14:35 GMT",21.232867131430616,sdv-pii-1af3x,0001,sdv-pii-8kh37,sdv-pii-mmfoe,America/Los_Angeles,sdv-pii-pa5i3,sdv-pii-bwxmb
sdv-id-WuZBQS,0001,"Mon, 06 Jan 2020 21:23:54 GMT","Mon, 06 Jan 2020 15:18:41 GMT","Mon, 06 Jan 2020 09:53:29 GMT",27.008932632970765,sdv-pii-em8f3,0001,sdv-pii-r4eng,sdv-pii-112xv,America/Los_Angeles,sdv-pii-0tsti,sdv-pii-w2xgm
sdv-id-gAvvzh,0001,"Sun, 05 Jan 2020 18:32:37 GMT","Mon, 06 Jan 2020 07:22:07 GMT","Mon, 06 Jan 2020 07:57:07 GMT",14.35263271425142,sdv-pii-z9d43,0001,sdv-pii-xlrfq,sdv-pii-2ieov,America/Los_Angeles,sdv-pii-zw5ax,sdv-pii-kth7o
sdv-id-ERStGe,0001,"Thu, 02 Jan 2020 21:02:10 GMT","Thu, 02 Jan 2020 22:55:27 GMT","Fri, 03 Jan 2020 01:49:46 GMT",22.73423124223521,sdv-pii-cznq8,0001,sdv-pii-nl4ac,sdv-pii-q406z,America/Los_Angeles,sdv-pii-co784,sdv-pii-pbdz3
sdv-id-Qkcrsp,0001,"Tue, 07 Jan 2020 05:43:38 GMT","Tue, 07 Jan 2020 14:57:31 GMT","Tue, 07 Jan 2020 09:38:49 GMT",15.043902840049675,sdv-pii-g6bf4,0001,sdv-pii-zpvml,sdv-pii-whfre,America/Los_Angeles,sdv-pii-el2ch,sdv-pii-dx7rf
sdv-id-AoYOeD,0001,"Sun, 05 Jan 2020 10:16:36 GMT","Sun, 05 Jan 2020 09:15:18 GMT","Sun, 05 Jan 2020 01:47:34 GMT",8.077139105535002,sdv-pii-p1nfi,0001,sdv-pii-di807,sdv-pii-qxmxz,America/Los_Angeles,sdv-pii-u2erg,sdv-pii-inlm4
sdv-id-YtIaOe,0001,"Sun, 05 Jan 2020 23:58:55 GMT","Mon, 06 Jan 2020 06:46:10 GMT","Mon, 06 Jan 2020 01:02:37 GMT",5.365322223589078,sdv-pii-21ohc,0001,sdv-pii-64t7v,sdv-pii-3uxhk,America/Los_Angeles,sdv-pii-6fpea,sdv-pii-1rlgf
sdv-id-BCWSbV,0001,"Sun, 05 Jan 2020 05:42:29 GMT","Sun, 05 Jan 2020 05:01:10 GMT","Sun, 05 Jan 2020 00:59:19 GMT",14.087511919619804,sdv-pii-kha9c,0001,sdv-pii-sktrd,sdv-pii-nedk6,America/Los_Angeles,sdv-pii-9g5ec,sdv-pii-4i0xo
sdv-id-MxiNcZ,0001,"Mon, 06 Jan 2020 08:56:44 GMT","Tue, 07 Jan 2020 08:52:06 GMT","Tue, 07 Jan 2020 06:38:53 GMT",19.695166904872206,sdv-pii-m4p7m,0001,sdv-pii-rgquv,sdv-pii-hf86u,America/Los_Angeles,sdv-pii-i0zjs,sdv-pii-msvcg
sdv-id-LEwQNq,0001,"Sun, 05 Jan 2020 22:29:10 GMT","Mon, 06 Jan 2020 02:59:01 GMT","Mon, 06 Jan 2020 11:31:59 GMT",16.46891956690053,sdv-pii-2dzhm,0001,sdv-pii-88myq,sdv-pii-ohvtr,America/Los_Angeles,sdv-pii-4orme,sdv-pii-kufur
sdv-id-qJLxNi,0001,"Fri, 03 Jan 2020 13:44:06 GMT","Fri, 03 Jan 2020 23:13:06 GMT","Fri, 03 Jan 2020 15:52:12 GMT",6.858406678209136,sdv-pii-127um,0001,sdv-pii-ivh2s,sdv-pii-d8di9,America/Los_Angeles,sdv-pii-4n3im,sdv-pii-q4in9
sdv-id-gYnZLq,0001,"Thu, 02 Jan 2020 23:28:38 GMT","Thu, 02 Jan 2020 21:52:31 GMT","Thu, 02 Jan 2020 20:02:34 GMT",8.871758521966415,sdv-pii-biu8c,0001,sdv-pii-kfpen,sdv-pii-lz9i0,America/Los_Angeles,sdv-pii-i0cm0,sdv-pii-9jgnh
sdv-id-fRAUqR,0001,"Thu, 02 Jan 2020 16:41:26 GMT","Fri, 03 Jan 2020 05:58:18 GMT","Fri, 03 Jan 2020 08:37:28 GMT",10.666166395475095,sdv-pii-b4lil,0001,sdv-pii-n7tct,sdv-pii-xy333,America/Los_Angeles,sdv-pii-io095,sdv-pii-9btey
sdv-id-HATOQu,0001,"Fri, 03 Jan 2020 15:31:10 GMT","Fri, 03 Jan 2020 20:56:20 GMT","Sat, 04 Jan 2020 07:18:56 GMT",11.981374780806048,sdv-pii-yqttr,0001,sdv-pii-opq86,sdv-pii-ua5n0,America/Los_Angeles,sdv-pii-h6k10,sdv-pii-p33wo
sdv-id-DcdshL,0001,"Mon, 06 Jan 2020 10:46:05 GMT","Sun, 05 Jan 2020 23:39:23 GMT","Sun, 05 Jan 2020 18:58:16 GMT",3.6936924167543093,sdv-pii-rzfwa,0001,sdv-pii-d5ooy,sdv-pii-1xuxw,America/Los_Angeles,sdv-pii-zdsn2,sdv-pii-ftyrl
sdv-id-UszjNI,0001,"Mon, 06 Jan 2020 01:06:03 GMT","Mon, 06 Jan 2020 18:03:41 GMT","Mon, 06 Jan 2020 13:57:22 GMT",17.497522459675753,sdv-pii-rs3lv,0001,sdv-pii-8n9lq,sdv-pii-2bj61,America/Los_Angeles,sdv-pii-n0xja,sdv-pii-t18is
sdv-id-KtmucY,0001,"Fri, 03 Jan 2020 20:43:24 GMT","Sun, 05 Jan 2020 16:30:22 GMT","Sun, 05 Jan 2020 00:59:30 GMT",14.518336785310535,sdv-pii-ggwwt,0001,sdv-pii-bghae,sdv-pii-qiras,America/Los_Angeles,sdv-pii-ner84,sdv-pii-5ylrg
sdv-id-hayHVP,0001,"Mon, 06 Jan 2020 07:38:42 GMT","Mon, 06 Jan 2020 12:25:06 GMT","Mon, 06 Jan 2020 08:13:50 GMT",12.569221349202163,sdv-pii-rq1hl,0001,sdv-pii-1ppj6,sdv-pii-f4lue,America/Los_Angeles,sdv-pii-xgm2u,sdv-pii-xm5uy
sdv-id-motOxJ,0001,"Sat, 04 Jan 2020 19:18:00 GMT","Sun, 05 Jan 2020 03:35:06 GMT","Sun, 05 Jan 2020 04:18:42 GMT",16.863275477663464,sdv-pii-w4ne1,0001,sdv-pii-ka5bt,sdv-pii-3ecvm,America/Los_Angeles,sdv-pii-ktr9g,sdv-pii-34qvs
sdv-id-EiFQCD,0001,"Sat, 04 Jan 2020 13:38:47 GMT","Sun, 05 Jan 2020 08:21:39 GMT","Sun, 05 Jan 2020 08:45:40 GMT",34.21275945352399,sdv-pii-fngmy,0001,sdv-pii-oy68q,sdv-pii-3710a,America/Los_Angeles,sdv-pii-eamte,sdv-pii-v0xth
sdv-id-iTVxZo,0001,"Sun, 05 Jan 2020 09:38:46 GMT","Sat, 04 Jan 2020 18:31:59 GMT","Sat, 04 Jan 2020 17:27:15 GMT",0.5798494998359439,sdv-pii-kd04r,0001,sdv-pii-bhiph,sdv-pii-v5krv,America/Los_Angeles,sdv-pii-1p6m2,sdv-pii-2udpb
sdv-id-ZVgPJZ,0001,"Mon, 06 Jan 2020 10:20:35 GMT","Mon, 06 Jan 2020 04:16:50 GMT","Mon, 06 Jan 2020 04:05:12 GMT",7.033489962085328,sdv-pii-961ci,0001,sdv-pii-mkiig,sdv-pii-mg4hc,America/Los_Angeles,sdv-pii-qbfgh,sdv-pii-5hgcr
sdv-id-VSNXFE,0001,"Thu, 02 Jan 2020 23:17:07 GMT","Fri, 03 Jan 2020 14:48:02 GMT","Fri, 03 Jan 2020 05:17:57 GMT",15.136526973058038,sdv-pii-q58oo,0001,sdv-pii-ffein,sdv-pii-injjc,America/Los_Angeles,sdv-pii-l0v53,sdv-pii-qyv6d
sdv-id-wKJXwJ,0001,"Fri, 03 Jan 2020 05:24:31 GMT","Sat, 04 Jan 2020 05:30:09 GMT","Fri, 03 Jan 2020 22:06:47 GMT",16.93135105424289,sdv-pii-91up3,0001,sdv-pii-lodpg,sdv-pii-s2d9x,America/Los_Angeles,sdv-pii-1b7sh,sdv-pii-hnfsg
sdv-id-WDNgHy,0001,"Sat, 04 Jan 2020 11:12:15 GMT","Fri, 03 Jan 2020 07:39:03 GMT","Fri, 03 Jan 2020 06:35:40 GMT",51.135358717800756,sdv-pii-zw8os,0001,sdv-pii-4izzo,sdv-pii-bvbu1,America/Los_Angeles,sdv-pii-jbflk,sdv-pii-t3e3z
sdv-id-rOkOdp,0001,"Mon, 06 Jan 2020 22:59:16 GMT","Tue, 07 Jan 2020 15:11:35 GMT","Tue, 07 Jan 2020 16:45:59 GMT",58.08408019482299,sdv-pii-8tw4n,0001,sdv-pii-ik45o,sdv-pii-t9abg,America/Los_Angeles,sdv-pii-bkvym,sdv-pii-wkaxs
sdv-id-iEGdMw,0001,"Sun, 05 Jan 2020 12:42:49 GMT","Mon, 06 Jan 2020 17:25:59 GMT","Mon, 06 Jan 2020 11:11:45 GMT",17.3147600833606,sdv-pii-n7ff3,0001,sdv-pii-ofa3m,sdv-pii-9vr24,America/Los_Angeles,sdv-pii-hd3nd,sdv-pii-xjjno
sdv-id-PmdREN,0001,"Tue, 07 Jan 2020 12:55:28 GMT","Wed, 08 Jan 2020 01:13:38 GMT","Tue, 07 Jan 2020 22:19:24 GMT",12.912793657083226,sdv-pii-765ak,0001,sdv-pii-u8oqa,sdv-pii-1sun6,America/Los_Angeles,sdv-pii-g5q3s,sdv-pii-w6ose
sdv-id-NgocWa,0001,"Wed, 01 Jan 2020 21:49:27 GMT","Thu, 02 Jan 2020 16:10:44 GMT","Thu, 02 Jan 2020 13:07:36 GMT",21.83050366369849,sdv-pii-hp0s5,0001,sdv-pii-ji693,sdv-pii-e10rx,America/Los_Angeles,sdv-pii-78uah,sdv-pii-s43o9
sdv-id-lpUnsT,0001,"Wed, 01 Jan 2020 21:05:30 GMT","Thu, 02 Jan 2020 00:28:12 GMT","Thu, 02 Jan 2020 00:28:09 GMT",66.931,sdv-pii-ptgp5,0001,sdv-pii-a5nws,sdv-pii-5kplb,America/Los_Angeles,sdv-pii-tusp3,sdv-pii-vsujd
sdv-id-ydBOmU,0001,"Mon, 06 Jan 2020 03:56:23 GMT","Mon, 06 Jan 2020 05:19:29 GMT","Mon, 06 Jan 2020 06:17:18 GMT",10.177520822191642,sdv-pii-0sdi8,0001,sdv-pii-xvfc4,sdv-pii-vg0ns,America/Los_Angeles,sdv-pii-r93ft,sdv-pii-ptvkq
sdv-id-zKZQhP,0001,"Fri, 03 Jan 2020 21:15:06 GMT","Fri, 03 Jan 2020 12:47:41 GMT","Fri, 03 Jan 2020 16:25:45 GMT",7.821822947292517,sdv-pii-1nzjw,0001,sdv-pii-ig8ne,sdv-pii-fd1b3,America/Los_Angeles,sdv-pii-mt6d2,sdv-pii-gfksy
sdv-id-cqIqdy,0001,"Sat, 04 Jan 2020 11:00:49 GMT","Sun, 05 Jan 2020 18:15:23 GMT","Sun, 05 Jan 2020 15:06:53 GMT",17.89669494538055,sdv-pii-06589,0001,sdv-pii-9ff0e,sdv-pii-pzd8t,America/Los_Angeles,sdv-pii-294vd,sdv-pii-7qlli
sdv-id-gtzzeT,0001,"Tue, 07 Jan 2020 07:05:50 GMT","Tue, 07 Jan 2020 09:37:46 GMT","Tue, 07 Jan 2020 03:38:07 GMT",19.04859154139319,sdv-pii-37790,0001,sdv-pii-d3p8e,sdv-pii-2xx41,America/Los_Angeles,sdv-pii-51m34,sdv-pii-pspjc
sdv-id-sGKbuu,0001,"Sun, 05 Jan 2020 09:16:39 GMT","Sun, 05 Jan 2020 08:40:57 GMT","Sun, 05 Jan 2020 06:15:59 GMT",28.49499703450002,sdv-pii-7ksmd,0001,sdv-pii-gp1ah,sdv-pii-hdvpm,America/Los_Angeles,sdv-pii-zjbu8,sdv-pii-t11qn
sdv-id-tWRLTJ,0001,"Wed, 01 Jan 2020 22:47:21 GMT","Thu, 02 Jan 2020 02:07:12 GMT","Thu, 02 Jan 2020 02:48:26 GMT",13.315298878996781,sdv-pii-6hywu,0001,sdv-pii-jjdon,sdv-pii-2ay4u,America/Los_Angeles,sdv-pii-letrh,sdv-pii-9ax9b
sdv-id-WvFqYw,0001,"Thu, 02 Jan 2020 09:01:27 GMT","Thu, 02 Jan 2020 17:33:42 GMT","Thu, 02 Jan 2020 17:19:39 GMT",35.924648885655586,sdv-pii-pq67i,0001,sdv-pii-pen28,sdv-pii-0mwe7,America/Los_Angeles,sdv-pii-xfl80,sdv-pii-lcwwc
sdv-id-Ljxkil,0001,"Mon, 06 Jan 2020 22:13:42 GMT","Tue, 07 Jan 2020 13:16:49 GMT","Tue, 07 Jan 2020 10:59:10 GMT",3.860452808787994,sdv-pii-vg8um,0001,sdv-pii-rhpdn,sdv-pii-45apn,America/Los_Angeles,sdv-pii-v8x6z,sdv-pii-d5r1m
sdv-id-VGsJOQ,0001,"Sun, 05 Jan 2020 13:34:57 GMT","Mon, 06 Jan 2020 21:52:07 GMT","Mon, 06 Jan 2020 19:08:08 GMT",22.657490840071425,sdv-pii-ahn6c,0001,sdv-pii-xzhcp,sdv-pii-i4irm,America/Los_Angeles,sdv-pii-vk67e,sdv-pii-ejq3w
sdv-id-VeuMRA,0001,"Tue, 07 Jan 2020 08:53:47 GMT","Tue, 07 Jan 2020 18:51:10 GMT","Tue, 07 Jan 2020 16:38:49 GMT",30.0212848291663,sdv-pii-866ux,0001,sdv-pii-e41ap,sdv-pii-bpc1b,America/Los_Angeles,sdv-pii-kh5en,sdv-pii-u0gjd
sdv-id-pvSbBg,0001,"Sat, 04 Jan 2020 20:18:23 GMT","Fri, 03 Jan 2020 21:03:11 GMT","Fri, 03 Jan 2020 22:01:20 GMT",37.221494220581704,sdv-pii-l434c,0001,sdv-pii-a8z3s,sdv-pii-xtqkw,America/Los_Angeles,sdv-pii-t3jgy,sdv-pii-zfdka
sdv-id-LLjxLG,0001,"Sat, 04 Jan 2020 05:50:59 GMT","Sun, 05 Jan 2020 02:21:18 GMT","Sun, 05 Jan 2020 00:04:16 GMT",16.723780606600812,sdv-pii-vdxhv,0001,sdv-pii-lgoz9,sdv-pii-gplkz,America/Los_Angeles,sdv-pii-lo3fc,sdv-pii-iwddh
sdv-id-GTtWzQ,0001,"Fri, 03 Jan 2020 03:27:22 GMT","Fri, 03 Jan 2020 17:51:12 GMT","Fri, 03 Jan 2020 14:29:50 GMT",12.283551613100526,sdv-pii-sktq1,0001,sdv-pii-nphqq,sdv-pii-2l3qs,America/Los_Angeles,sdv-pii-d2sif,sdv-pii-l18q3
sdv-id-TXApJB,0001,"Tue, 07 Jan 2020 12:53:06 GMT","Wed, 08 Jan 2020 01:49:48 GMT","Tue, 07 Jan 2020 21:45:07 GMT",7.83098528048097,sdv-pii-jpxgh,0001,sdv-pii-942yi,sdv-pii-45ry5,America/Los_Angeles,sdv-pii-r55rp,sdv-pii-gt8vv
